Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1421A-76X-1-A,0.0,117.0,605.7,606.87,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of sandstone, basalt, greenstone, granitoid, quartz, argillite",,,,,,341,U1421,A,76,X,1,A
341-U1421A-76X-1-A,117.0,137.0,606.87,607.07,,,,,,,,,,,,,,,,,,,,,,Sample DAIG,,,,,,341,U1421,A,76,X,1,A
341-U1421A-76X-2-A,0.0,70.0,607.07,607.77,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of sandstone, basalt, argillite, greenstone, granitoid, vein quartz, rhyolite",,,,,,341,U1421,A,76,X,2,A
341-U1421A-76X-2-A,70.0,85.0,607.77,607.92,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1421,A,76,X,2,A
341-U1421A-76X-3-A,0.0,84.0,607.92,608.76,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of sandstone, basalt, greenstone, metasediment, argillite with folding",,,,,,341,U1421,A,76,X,3,A
341-U1421A-76X-3-A,84.0,108.0,608.76,609.0,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,N 4 (dark gray),,,present [A79],4,,,,,,,,,,- mud with dispersed clasts and diatoms,,,,,,341,U1421,A,76,X,3,A
341-U1421A-76X-CC-A,0.0,19.0,609.0,609.19,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,- mud with dispersed clasts and diatoms,,,,,,341,U1421,A,76,X,CC,A
341-U1421A-76X-CC-A,19.0,25.0,609.19,609.25,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,76,X,CC,A
341-U1421A-77X-1-A,0.0,67.0,615.4,616.07,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,trace amount,1,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of sandstone, basalt, greenstone, vein quartz, metasediment

- ~26-28.5 cm: carbonate tubes (multiple tubes sticking together)

- smear slide 50 cm: mud with volcanic ash",,,,,,341,U1421,A,77,X,1,A
341-U1421A-77X-CC-A,0.0,23.5,616.07,616.305,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of sandstone, siltstone, greenstone, rhyolite(?)",,,,,,341,U1421,A,77,X,CC,A
341-U1421A-77X-CC-A,23.5,29.0,616.305,616.36,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,77,X,CC,A
341-U1421A-77X-CC-A,29.0,36.0,616.36,616.43,,,,,,,,,,,,,,,,,,,,,,- washed pebble -> coarse sandstone,,,,,,341,U1421,A,77,X,CC,A
341-U1421A-78X-1-A,0.0,127.0,625.1,626.37,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,shell fragment,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of siltstone, greenstone, sandstone, granitoid, vein quartz, argillite
- scattered shell fragments",,,,,,341,U1421,A,78,X,1,A
341-U1421A-78X-1-A,127.0,142.0,626.37,626.52,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1421,A,78,X,1,A
341-U1421A-78X-2-A,0.0,50.5,626.52,627.025,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of siltstone, greenstone, sandstone, granitoid, vein quartz, argillite
",,,,,,341,U1421,A,78,X,2,A
341-U1421A-78X-2-A,50.5,84.0,627.025,627.36,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,10Y 3/1 (very dark greenish gray),heavy [DB86],3,present [A79],2,,,,,,,,,,"- mud with diatoms
- moderate to heavy bioturbation
- dispersed clasts
",,,,,,341,U1421,A,78,X,2,A
341-U1421A-78X-2-A,84.0,142.0,627.36,627.94,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of sandstone, metasandstone, basalt, greenstone, siltstone with deformation",,,,,,341,U1421,A,78,X,2,A
341-U1421A-78X-CC-A,0.0,35.0,627.94,628.29,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of sandstone, metasandstone, basalt, greenstone, siltstone with deformation",,,,,,341,U1421,A,78,X,CC,A
341-U1421A-78X-CC-A,35.0,40.0,628.29,628.34,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,78,X,CC,A
341-U1421A-78X-CC-A,40.0,45.0,628.34,628.39,,,,,,,,,,,,,,,,,,,,,,- washed rocks -> 4 pcs. of sandstone,,,,,,341,U1421,A,78,X,CC,A
341-U1421A-79X-1-A,0.0,79.0,634.8,635.59,silty,clast-rich diamict [M89m],with sand [Leg339],silty clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"basalt 11, rhyolite 1, sandstone 4, siltst 6, granitoid 3, argillite 1",,,,,,341,U1421,A,79,X,1,A
341-U1421A-79X-CC-#1-A,0.0,11.0,635.59,635.7,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone (drilled rock); bin 1+2 orig. 1 pc,,,,,,341,U1421,A,79,X,CC,
341-U1421A-79X-CC-#2-A,0.0,7.0,635.7,635.77,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone (drilled rock); bin 1+2 orig. 1 pc,,,,,,341,U1421,A,79,X,CC,
341-U1421A-79X-CC-#3-A,0.0,10.0,635.77,635.87,,,,,,,,,,,present [A79],1,,,,,,,,,,tonalite (drilled rock); bin 3+4 orig. 1 pc,,,,,,341,U1421,A,79,X,CC,
341-U1421A-79X-CC-#4-A,0.0,7.0,635.87,635.94,,,,,,,,,,,present [A79],1,,,,,,,,,,tonalite (drilled rock); bin 3+4 orig. 1 pc,,,,,,341,U1421,A,79,X,CC,
341-U1421A-79X-CC-#5-A,0.0,5.0,635.94,635.99,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,79,X,CC,
341-U1421A-79X-CC-#6-A,0.0,7.0,635.99,636.06,,,,,,,,,,,present [A79],1,,,,,,,,,,granodiorite,,,,,,341,U1421,A,79,X,CC,
341-U1421A-80X-CC-A,0.0,49.0,644.5,644.99,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"granitoid 3, basalt 4, greywacke 1, sandstone 1, siltstone 4",,,,,,341,U1421,A,80,X,CC,A
341-U1421A-81X-1-A,0.0,58.0,654.2,654.78,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"basalt 2, greywacke 1, sandstone 2, red siltstone 1, black siltstone 6",,,,,,341,U1421,A,81,X,1,A
341-U1421A-82X-1-A,0.0,49.0,663.9,664.39,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"granite 1, sandstone 3, siltstone 7, basalt 1, vein qtz 1",,,,,,341,U1421,A,82,X,1,A
341-U1421A-82X-CC-#1-A,0.0,5.0,664.39,664.44,,,,,,,,,,,present [A79],5,,,,,,,,,,5 metasiltstones,,,,,,341,U1421,A,82,X,CC,
341-U1421A-82X-CC-#10-A,0.0,5.0,664.87,664.92,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1421,A,82,X,CC,
341-U1421A-82X-CC-#2-A,0.0,14.0,664.44,664.58,,,,,,,,,,,present [A79],1,,,,,,,,,,"metasiltstone (drilled rock); bins 2,3,4 orig. 1 pc",,,,,,341,U1421,A,82,X,CC,
341-U1421A-82X-CC-#3-A,0.0,4.0,664.58,664.62,,,,,,,,,,,present [A79],1,,,,,,,,,,"metasiltstone (drilled rock); bins 2,3,4 orig. 1 pc",,,,,,341,U1421,A,82,X,CC,
341-U1421A-82X-CC-#4-A,0.0,3.0,664.62,664.65,,,,,,,,,,,present [A79],1,,,,,,,,,,"metasiltstone (drilled rock); bins 2,3,4 orig. 1 pc",,,,,,341,U1421,A,82,X,CC,
341-U1421A-82X-CC-#5-A,0.0,7.0,664.65,664.72,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite; bins 5+6 orig. 1 pc,,,,,,341,U1421,A,82,X,CC,
341-U1421A-82X-CC-#6-A,0.0,2.0,664.72,664.74,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite; bins 5+6 orig. 1 pc,,,,,,341,U1421,A,82,X,CC,
341-U1421A-82X-CC-#7-A,0.0,6.0,664.74,664.8,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,82,X,CC,
341-U1421A-82X-CC-#8-A,0.0,3.0,664.8,664.83,,,,,,,,,,,present [A79],8,,,,,,,,,,8 metasiltstone pebbles,,,,,,341,U1421,A,82,X,CC,
341-U1421A-82X-CC-#9-A,0.0,4.0,664.83,664.87,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1421,A,82,X,CC,
341-U1421A-83X-1-A,0.0,124.0,673.6,674.84,silty,clast-poor diamict [M89m],with sand [Leg339],silty clast-poor diamict  with sand ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"sandst 1, basalt 3, siltst 7, argillite 1",,,,,,341,U1421,A,83,X,1,A
341-U1421A-83X-CC-A,0.0,24.0,674.84,675.08,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"basalt 2, sandst 2, siltst 3",,,,,,341,U1421,A,83,X,CC,A
341-U1421A-83X-CC-A,24.0,29.0,675.08,675.13,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,83,X,CC,A
341-U1421A-83X-CC-A,29.0,42.0,675.13,675.26,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"argillite 1, granite 1, sdst 1",,,,,,341,U1421,A,83,X,CC,A
341-U1421A-84X-1-A,0.0,55.0,683.3,683.85,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"all pebbles (2cm or less): granitoid(3), basalt(7), siltstone (5), rhyolite(2), sandstone(3), schist(1)",,,,,,341,U1421,A,84,X,1,A
341-U1421A-84X-CC-A,0.0,1.0,683.85,683.86,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1421,A,84,X,CC,A
341-U1421A-84X-CC-A,1.0,6.0,683.86,683.91,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,84,X,CC,A
341-U1421A-84X-CC-A,6.0,41.0,683.91,684.26,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,cobble [W22_2],subangular,,,,"clasts: metavolcanic(1, cobble), basalt(7), rhyolite(1), sandstone(5), argillite(1), siltstone(3), limestone(2)",,,,,,341,U1421,A,84,X,CC,A
341-U1421A-85X-1-A,0.0,57.0,693.0,693.57,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"clasts all pebble (1.5cm or less), lithology difficult to ID because of soupy drilling disturbance;
siltstone(4), sandstone(4), basalt(7)",,,,,,341,U1421,A,85,X,1,A
341-U1421A-85X-1-A,57.0,62.0,693.57,693.62,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,85,X,1,A
341-U1421A-85X-1-A,62.0,77.0,693.62,693.77,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"clasts: siltstone(1), metavolcanic(1), sandstone(2), basalt(3)",,,,,,341,U1421,A,85,X,1,A
341-U1421A-85X-1-A,77.0,95.0,693.77,693.95,,,,,,,,,,,present [A79],2,,,cobble [W22_2],subrounded,,,,,,"sandstone, metasiltstone; both drilled, @ least 8cm cobbles",,,,,,341,U1421,A,85,X,1,A
