Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1443A-21F-2-A,0.0,150.0,160.3,161.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,21,F,2,A
353-U1443A-21F-3-A,0.0,121.0,161.8,163.01,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,Two mm-diameter dark grey patches (volcanic ash with authigenic carbonates) at 22 and 102 cm. One sample taken for XRD analysis.,,,,353,U1443,A,21,F,3,A
353-U1443A-21F-4-A,0.0,50.0,163.01,163.51,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,21,F,4,A
353-U1443A-21F-CC-A,0.0,23.0,163.51,163.74,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,21,F,CC,A
353-U1443A-22F-1-A,0.0,150.0,163.6,165.1,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,"Very faint color variations between 32 and 48 cm (still dominantly 2.5Y 8/2 , one interval darker 2.5Y 8/1).",,,,353,U1443,A,22,F,1,A
353-U1443A-22F-2-A,0.0,150.0,165.1,166.6,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,22,F,2,A
353-U1443A-22F-3-A,0.0,111.0,166.6,167.71,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,22,F,3,A
353-U1443A-22F-4-A,0.0,68.0,167.71,168.39,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,22,F,4,A
353-U1443A-22F-CC-A,0.0,20.0,168.39,168.59,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,22,F,CC,A
353-U1443A-23F-1-A,0.0,150.0,168.4,169.9,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,One inclined 5 mm-thick line at 7-8 cm. One mm-diameter dark grey ash patch (volcanic ash with authigenic carbonates) at 136 cm.,,,,353,U1443,A,23,F,1,A
353-U1443A-23F-2-A,0.0,150.0,169.9,171.4,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,23,F,2,A
353-U1443A-23F-3-A,0.0,121.0,171.4,172.61,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,One mm-diameter dark grey patch (volcanic ash with authigenic carbonates) at 9 cm.,,,,353,U1443,A,23,F,3,A
353-U1443A-23F-4-A,0.0,53.0,172.61,173.14,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,23,F,4,A
353-U1443A-23F-CC-A,0.0,22.0,173.14,173.36,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,23,F,CC,A
353-U1443A-24F-1-A,0.0,150.0,173.2,174.7,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,24,F,1,A
353-U1443A-24F-2-A,0.0,150.0,174.7,176.2,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,One mm-diameter dark grey patch (volcanic ash with authigenic carbonates) at 104 cm.,,,,353,U1443,A,24,F,2,A
353-U1443A-24F-3-A,0.0,31.0,176.2,176.51,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),planar,sharp,horizontal,,non-graded,,,,,,,,,,,,353,U1443,A,24,F,3,A
353-U1443A-24F-3-A,31.0,42.0,176.51,176.62,,,volcanic ash,with authigenic carbonate,volcanic ash,volcanic ash with authigenic carbonate,volcanic ash with authigenic carbonate,,gray,2.5Y 6/1 (gray),irregular,sharp,horizontal,,non-graded,pumice,,,,,,,"Made of unconsolidated grains, size varying between very coarse sand to pebble (2-8 mm). Ash particles (probably pumice) cemented by carbonates. One sample taken for XRD analysis.",,,,353,U1443,A,24,F,3,A
353-U1443A-24F-3-A,42.0,120.0,176.62,177.4,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,24,F,3,A
353-U1443A-24F-4-A,0.0,59.0,177.4,177.99,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,24,F,4,A
353-U1443A-24F-CC-A,0.0,19.0,177.99,178.18,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,24,F,CC,A
353-U1443A-25F-1-A,0.0,150.0,178.0,179.5,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,25,F,1,A
353-U1443A-25F-2-A,0.0,150.0,179.5,181.0,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,"One dark grey patch of volcanic ash with authigenic carbonates (quite indurated), 2 cm in diameter between 87 and 89 cm",,,,353,U1443,A,25,F,2,A
353-U1443A-25F-3-A,0.0,110.0,181.0,182.1,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,25,F,3,A
353-U1443A-25F-4-A,0.0,61.0,182.1,182.71,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,25,F,4,A
353-U1443A-25F-CC-A,0.0,21.0,182.71,182.92,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,25,F,CC,A
353-U1443A-26F-1-A,0.0,150.0,182.8,184.3,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,26,F,1,A
353-U1443A-26F-2-A,0.0,150.0,184.3,185.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,"Very faint color variations between 32 and 48 cm (still dominantly 2.5Y 8/2 , one interval darker 2.5Y 7/1).",,,,353,U1443,A,26,F,2,A
353-U1443A-26F-3-A,0.0,121.0,185.8,187.01,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,Two mm-diameter dark grey patches (volcanic ash with authigenic carbonate) at 28 and 86 cm.,,,,353,U1443,A,26,F,3,A
353-U1443A-26F-4-A,0.0,59.0,187.01,187.6,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,One mm-diameter dark grey patch (volcanic ash with authigenic carbonates) at 16.5 cm.,,,,353,U1443,A,26,F,4,A
353-U1443A-26F-CC-A,0.0,23.0,187.6,187.83,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,26,F,CC,A
353-U1443A-27F-1-A,0.0,150.0,187.6,189.1,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,27,F,1,A
353-U1443A-27F-2-A,0.0,150.0,189.1,190.6,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,27,F,2,A
353-U1443A-27F-3-A,0.0,120.0,190.6,191.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,27,F,3,A
353-U1443A-27F-4-A,0.0,55.0,191.8,192.35,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,white,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,27,F,4,A
353-U1443A-27F-CC-A,0.0,21.0,192.35,192.56,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,white,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,27,F,CC,A
353-U1443A-28F-1-A,0.0,150.0,192.4,193.9,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,white,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,28,F,1,A
353-U1443A-28F-2-A,0.0,150.0,193.9,195.4,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,white,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,28,F,2,A
353-U1443A-28F-3-A,0.0,121.0,195.4,196.61,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,white,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,28,F,3,A
353-U1443A-28F-4-A,0.0,58.0,196.61,197.19,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,white,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,28,F,4,A
353-U1443A-28F-CC-A,0.0,22.0,197.19,197.41,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,white,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,28,F,CC,A
353-U1443A-29F-1-A,0.0,150.0,197.2,198.7,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,white,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,,,,,One mm-diameter dark grey patch (volcanic ash with authigenic carbonates) at 90.5 cm.,,,,353,U1443,A,29,F,1,A
353-U1443A-29F-2-A,0.0,150.0,198.7,200.2,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,white,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,29,F,2,A
353-U1443A-29F-3-A,0.0,120.0,200.2,201.4,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,white,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,29,F,3,A
353-U1443A-29F-4-A,0.0,51.0,201.4,201.91,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,white,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,29,F,4,A
353-U1443A-29F-CC-A,0.0,27.0,201.91,202.18,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,white,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,29,F,CC,A
353-U1443A-30X-1-A,0.0,145.0,202.0,203.45,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 9/2 (very pale yellow),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,30,X,1,A
353-U1443A-30X-2-A,0.0,150.0,203.5,205.0,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 9/2 (very pale yellow),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,30,X,2,A
353-U1443A-30X-3-A,0.0,150.0,205.0,206.5,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 9/2 (very pale yellow),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,30,X,3,A
353-U1443A-30X-4-A,0.0,150.0,206.5,208.0,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 9/2 (very pale yellow),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,30,X,4,A
353-U1443A-30X-5-A,0.0,150.0,208.0,209.5,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 9/2 (very pale yellow),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,30,X,5,A
353-U1443A-30X-6-A,0.0,120.0,209.5,210.7,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 9/2 (very pale yellow),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,30,X,6,A
353-U1443A-30X-7-A,0.0,64.0,210.7,211.34,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 9/2 (very pale yellow),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,30,X,7,A
353-U1443A-30X-CC-A,0.0,22.0,211.34,211.56,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 9/2 (very pale yellow),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,30,X,CC,A
353-U1443A-31X-1-A,0.0,150.0,211.7,213.2,,,nannofossil chalk,with foraminifers,nannofossil chalk,nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,white,2.5Y 8.5/2 (pale yellow),,,,,non-graded,,,,,,,,"Dark gray dots along this Section. One gray angular ash grain at 5 cm. Two spherules of gray ash covered by green limb at 9 and 83 cm, respectively 1 mm and 5 mm in diameter.",,,,353,U1443,A,31,X,1,A
353-U1443A-31X-2-A,0.0,150.0,213.2,214.7,,,nannofossil chalk,with foraminifers,nannofossil chalk,nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,white,2.5Y 8.5/2 (pale yellow),,,,,non-graded,,,,,,,,"Very faint color variations between 43 and 70 cm (still dominantly 2.5Y 9/2 , one interval darker 2.5Y 7/1, possibly bioturbated). Same dark grey dots (volcanic ash ?) along this Section. One spherule of gray ash covered by green limb at 79 cm, 2 mm in diameter.",,,,353,U1443,A,31,X,2,A
353-U1443A-31X-3-A,0.0,150.0,214.7,216.2,,,nannofossil chalk,with foraminifers,nannofossil chalk,nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,white,2.5Y 8.5/2 (pale yellow),,,,,non-graded,,,,,,,,"Dark gray dots along this Section. One spherule of gray ash covered by green limb at 148.5 cm, 3 mm in diameter.",,,,353,U1443,A,31,X,3,A
353-U1443A-31X-4-A,0.0,150.0,216.2,217.7,,,nannofossil chalk,with foraminifers,nannofossil chalk,nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,white,2.5Y 8.5/2 (pale yellow),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,31,X,4,A
353-U1443A-31X-5-A,0.0,143.0,217.7,219.13,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,,white,2.5Y 8.5/2 (pale yellow),,,,,non-graded,,,,,,,,"Dark gray dots along this Section. One gray angular ash grain at 93 cm. One spherules of gray ash covered by green limb at 138.5 cm, 4 mm in diameter.",,,,353,U1443,A,31,X,5,A
353-U1443A-31X-CC-A,0.0,22.0,219.13,219.35,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,,white,2.5Y 8.5/2 (pale yellow),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,31,X,CC,A
353-U1443A-32X-1-A,0.0,150.0,221.4,222.9,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 8.5/2 (pale yellow),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,32,X,1,A
353-U1443A-32X-2-A,0.0,150.0,222.9,224.4,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 8.5/2 (pale yellow),,,,,non-graded,,,,,,,,Dark gray dots along this Section. Some gray angular ash grains between 51 and 63 cm.,,,,353,U1443,A,32,X,2,A
353-U1443A-32X-3-A,0.0,150.0,224.4,225.9,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 8.5/2 (pale yellow),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,32,X,3,A
353-U1443A-32X-4-A,0.0,106.0,225.9,226.96,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 8.5/2 (pale yellow),bioturbated,bioturbated,,,non-graded,,,,,,,,"Dark gray dots along this Section. Very faint color variations between 106 and 118 cm (still dominantly 2.5Y 8.5/2 , one interval darker 2.5Y 8/1).",,,,353,U1443,A,32,X,4,A
353-U1443A-32X-4-A,106.0,118.0,226.96,227.08,,,nannofossil chalk,with volcaniclastics,nannofossil chalk,nannofossil chalk with volcaniclastics,nannofossil chalk with volcaniclastics,,white,2.5Y 8.5/2 (pale yellow),bioturbated,bioturbated,,,non-graded,,,,,,,,,,,,353,U1443,A,32,X,4,A
353-U1443A-32X-4-A,118.0,150.0,227.08,227.4,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 8.5/2 (pale yellow),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,32,X,4,A
353-U1443A-32X-5-A,0.0,87.0,227.4,228.27,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 8/1 (white),bioturbated,bioturbated,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,32,X,5,A
353-U1443A-32X-5-A,87.0,96.0,228.27,228.36,,,nannofossil chalk,with volcaniclastics,nannofossil chalk,nannofossil chalk with volcaniclastics,nannofossil chalk with volcaniclastics,,white,2.5Y 8/1 (white),bioturbated,bioturbated,,,non-graded,,,,,,,,,,,,353,U1443,A,32,X,5,A
353-U1443A-32X-5-A,96.0,107.0,228.36,228.47,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 8/1 (white),bioturbated,bioturbated,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,32,X,5,A
353-U1443A-32X-5-A,107.0,126.0,228.47,228.66,,,nannofossil chalk,with volcaniclastics,nannofossil chalk,nannofossil chalk with volcaniclastics,nannofossil chalk with volcaniclastics,,white,2.5Y 8/1 (white),bioturbated,bioturbated,,,non-graded,,,,,,,,Thin ash layer at 117 cm.,,,,353,U1443,A,32,X,5,A
353-U1443A-32X-5-A,126.0,150.0,228.66,228.9,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,32,X,5,A
353-U1443A-32X-6-A,0.0,48.0,228.9,229.38,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 8/1 (white),bioturbated,bioturbated,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,32,X,6,A
353-U1443A-32X-6-A,48.0,85.0,229.38,229.75,,,nannofossil chalk,with volcaniclastics,nannofossil chalk,nannofossil chalk with volcaniclastics,nannofossil chalk with volcaniclastics,,white,2.5Y 8/1 (white),bioturbated,bioturbated,,,non-graded,,,,,,,,More clearly variation between 60 and 78 cm. Same dark grey dots (volcanic ash ?) along this Section.,,,,353,U1443,A,32,X,6,A
353-U1443A-32X-6-A,85.0,122.0,229.75,230.12,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,32,X,6,A
353-U1443A-32X-7-A,0.0,74.0,230.12,230.86,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,Dark gray dots along this Section.,,,,353,U1443,A,32,X,7,A
353-U1443A-32X-CC-A,0.0,29.0,230.86,231.15,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,white,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,Dark gray specks along this Section.,,,,353,U1443,A,32,X,CC,A
353-U1443A-33X-1-A,0.0,150.0,231.1,232.6,,,nannofossil chalk,with foraminifers,nannofossil chalk,nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,white,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,,,,,353,U1443,A,33,X,1,A
353-U1443A-33X-2-A,0.0,150.0,232.6,234.1,,,nannofossil chalk,with foraminifers,nannofossil chalk,nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,white,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,,,,,353,U1443,A,33,X,2,A
353-U1443A-33X-3-A,0.0,150.0,234.1,235.6,,,nannofossil chalk,with foraminifers,nannofossil chalk,nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,white,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,,,,,353,U1443,A,33,X,3,A
353-U1443A-33X-4-A,0.0,150.0,235.6,237.1,,,nannofossil chalk,with foraminifers,nannofossil chalk,nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,white,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,,,,,353,U1443,A,33,X,4,A
353-U1443A-33X-5-A,0.0,150.0,237.1,238.6,,,nannofossil chalk,with foraminifers,nannofossil chalk,nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,white,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,,,,,353,U1443,A,33,X,5,A
353-U1443A-33X-6-A,0.0,120.0,238.6,239.8,,,nannofossil chalk,with foraminifers,nannofossil chalk,nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,white,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,,,,,353,U1443,A,33,X,6,A
353-U1443A-33X-7-A,0.0,50.0,239.8,240.3,,,nannofossil chalk,with foraminifers,nannofossil chalk,nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,white,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,,,,,353,U1443,A,33,X,7,A
353-U1443A-33X-CC-A,0.0,37.0,240.3,240.67,,,nannofossil chalk,with foraminifers,nannofossil chalk,nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,white,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,,,,,353,U1443,A,33,X,CC,A
353-U1443A-34X-1-A,0.0,150.0,240.8,242.3,,authigenic carbonate rich,nannofossil chalk,with foraminifers,authigenic carbonate rich nannofossil chalk,authigenic carbonate rich nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,white,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,mottling,,,,Brownish sand layer at 141-142 cm,,,,353,U1443,A,34,X,1,A
353-U1443A-34X-2-A,0.0,6.0,242.3,242.36,,,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,white,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,34,X,2,A
353-U1443A-34X-2-A,6.0,97.0,242.36,243.27,,,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,brown,10YR 8/4 (very pale brown),planar,sharp,inclined,,non-graded,,,,,,,,Color gradation from brownish white colors to paler brown (darker_ colors from 6 to 39 cm with black dots throughout the core (potentially volcanaclastics?),,,,353,U1443,A,34,X,2,A
353-U1443A-34X-2-A,97.0,109.0,243.27,243.39,,,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,light gray,10YR 7/2 (light gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,34,X,2,A
