Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
374-U1522A-64R-1-A,0,140,577.8,579.2,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,interlamination,GLEY 1 3/5GY (very dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones: 113-116, 115-118.5, 42-43 (igneous), 53.5-54.5 cm",,,,374,U1522,A,64,R,1,A,
374-U1522A-64R-2-A,0,145,579.2,580.65,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,interlamination,GLEY 1 3/5GY (very dark greenish gray),,,,,cement,carbonate,shell fragment,lonestone,,,"Lonestone: 86.5-88.5, 107.5-109.5 (granitoid), 136-137 (basalt), 137-138 (clorite bearing)",,,,374,U1522,A,64,R,2,A,
374-U1522A-64R-3-A,0,144,580.65,582.09,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,interlamination,GLEY 1 3/5GY (very dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestone: 29.5-30.5 (granitoid), 74-76 (Basalt), 83-84 (granitoid), 114-115 (granitoid), 133-134, 141-145.5. Faint black laminations throughout. Flaser bedding at 95-102 cm, dm-scale bedding at 95cm (color based changes).",,,,374,U1522,A,64,R,3,A,
374-U1522A-64R-4-A,0,95,582.09,583.04,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,interlamination,GLEY 1 3/5GY (very dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones: 39.5-41.5 (garnitoid), 80-88 (include carbonate), 88-92 (metased)",,,,374,U1522,A,64,R,4,A,
374-U1522A-64R-4-A,100,108,583.09,583.17,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,interlamination,GLEY 1 3/5GY (very dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones: 39.5-41.5 (garnitoid), 80-88 (include carbonate), 88-92 (metased)",,,,374,U1522,A,64,R,4,A,
374-U1522A-64R-CC-A,0,17,583.17,583.34,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,cement,carbonate,,,,,,,,,374,U1522,A,64,R,CC,A,
374-U1522A-65R-1-A,0,138,587.3,588.68,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 40 (igneous), 110 (igneous), 117 (metased), and 118 cm (meta sed).",,,,374,U1522,A,65,R,1,A,
374-U1522A-65R-1-A,93,105,588.23,588.35,,,,,cross-bedding,,,,,,,,,,,,Slight cross bedding/ wavy laminae,,,,374,U1522,A,65,R,1,A,
374-U1522A-65R-1-A,102,108,588.32,588.38,,,,,parallel lamination,,,,,,,,,,,,tiling parallel lamination.,,,,374,U1522,A,65,R,1,A,
374-U1522A-65R-1-A,115,119,588.45,588.49,,,,,wavy laminae,,,,,,,,,lonestone,gradational boundary or contact,,Clast with laminae draped over it thicker on right side. Larger clast on top + another laminae draped over top. Slight gradual boundary?.,,,,374,U1522,A,65,R,1,A,
374-U1522A-65R-2-A,0,80,588.68,589.48,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,65,R,2,A,
374-U1522A-65R-2-A,63,86,589.31,589.54,,,,,wavy laminae,,,,,,,,,,,,Fine wavy laminae.,,,,374,U1522,A,65,R,2,A,
374-U1522A-65R-2-A,76,86,589.44,589.54,,,,,,,,,,,,,,,inclined boundary or contact,irregular,Inclined to curved boundary.,,,,374,U1522,A,65,R,2,A,
374-U1522A-65R-2-A,80,138,589.48,590.06,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,Lonestone at 135-137 cm.,,,,374,U1522,A,65,R,2,A,
374-U1522A-65R-2-A,107,111,589.75,589.79,,,,,wavy laminae,,,,,,,,,,,,,,,,374,U1522,A,65,R,2,A,
374-U1522A-65R-2-A,122,125,589.9,589.93,,,,,lens or pod [BJ84],,,,,,,,,,,,Lense of darker sediment.,,,,374,U1522,A,65,R,2,A,
374-U1522A-65R-2-A,135,137,590.03,590.05,,,,,parallel lamination,,,,,,,,,,,,Faint laminae with one oriented lonstone.,,,,374,U1522,A,65,R,2,A,
374-U1522A-65R-2-A,138,145,590.06,590.13,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,65,R,2,A,
374-U1522A-65R-3-A,0,11,590.13,590.24,,,,,wavy laminae,,,,,,,,,,,,Wavy laminae/flames with lenses of darker gray in sandier lighter gray with chert clast + faint laminae at bottom,,,,374,U1522,A,65,R,3,A,
374-U1522A-65R-3-A,0,146,590.13,591.59,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 71 (meta sed), 79 (meta sed), 83 (meta sed), 90 (igneous), 99 (meta sed), and 115 cm (igneous faceted).",,,,374,U1522,A,65,R,3,A,
374-U1522A-65R-3-A,16,16,590.29,590.29,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,65,R,3,A,
374-U1522A-65R-4-A,0,27,591.59,591.86,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,65,R,4,A,
374-U1522A-65R-4-A,27,130,591.86,592.89,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 36 (igneous), 37 (igneous), 63 (igneous), 64 (igneous), 85-87 (faceted igneous, granite), 91 ( igneous), and 109 cm (igneous). Meta sed: 120 cm.",,,,374,U1522,A,65,R,4,A,
374-U1522A-65R-4-A,30,30,591.89,591.89,,,,,,,,,,,,,,,inclined boundary or contact,,inclined color contact at 27-30 cm.,,,,374,U1522,A,65,R,4,A,
374-U1522A-65R-4-A,77,77,592.36,592.36,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,65,R,4,A,
374-U1522A-65R-5-A,0,143,592.89,594.32,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 75-76 (igneous) and 129-130 cm ( faceted meta sed).,,,,374,U1522,A,65,R,5,A,
374-U1522A-65R-5-A,58,60,593.47,593.49,,,,,wavy laminae,,,,,,,,,,,,,,,,374,U1522,A,65,R,5,A,
374-U1522A-65R-5-A,89,94,593.78,593.83,,,,,vein network,,,,,,,,,,,,Faint vein network?,,,,374,U1522,A,65,R,5,A,
374-U1522A-65R-6-A,0,55,594.32,594.87,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 28-29 (igneous).,,,,374,U1522,A,65,R,6,A,
374-U1522A-65R-6-A,9,10,594.41,594.42,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,65,R,6,A,
374-U1522A-65R-CC-A,0,11,594.87,594.98,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 7-11 cm.,,,,374,U1522,A,65,R,CC,A,
374-U1522A-66R-1-A,0,121,596.8,598.01,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 51-59 cm (igneous).,,,,374,U1522,A,66,R,1,A,
374-U1522A-66R-1-A,30,40,597.1,597.2,,,,,vein network,,,,,,,,,,,,,,,,374,U1522,A,66,R,1,A,
374-U1522A-66R-1-A,85,85,597.65,597.65,,,,,,,,,,,,,,mud clast,,,,,,,374,U1522,A,66,R,1,A,
374-U1522A-66R-2-A,0,128,598.01,599.29,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 86-87 (faceted meta sed).,,,,374,U1522,A,66,R,2,A,
374-U1522A-66R-3-A,0,109,599.29,600.38,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 99-103 cm (meta sed).,,,,374,U1522,A,66,R,3,A,
374-U1522A-66R-4-A,0,62,600.38,601,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,66,R,4,A,
374-U1522A-66R-4-A,24,24,600.62,600.62,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,66,R,4,A,
374-U1522A-66R-4-A,46,47,600.84,600.85,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,66,R,4,A,
374-U1522A-66R-CC-A,5,24,601.05,601.24,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,66,R,CC,A,
374-U1522A-67R-1-A,0,25,606.3,606.55,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,67,R,1,A,
374-U1522A-67R-1-A,18,19,606.48,606.49,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,67,R,1,A,
374-U1522A-67R-1-A,25,48,606.55,606.78,,,,,,,moderate [DB86],2,,,,,,,gradational boundary or contact,,Gradational color contact at 25-48 cm.,,,,374,U1522,A,67,R,1,A,
374-U1522A-67R-1-A,25,70,606.55,607,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 27 and 72 cm.,,,,374,U1522,A,67,R,1,A,
374-U1522A-67R-1-A,70,100,607,607.3,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,67,R,1,A,
374-U1522A-67R-1-A,72,73,607.02,607.03,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,67,R,1,A,
374-U1522A-67R-1-A,81,81,607.11,607.11,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,67,R,1,A,
374-U1522A-67R-1-A,92,92,607.22,607.22,,,,,,,,,,,,,,,undulating or wavy boundary or contact [BJ80],,,,,,374,U1522,A,67,R,1,A,
374-U1522A-67R-1-A,100,146,607.3,607.76,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,67,R,1,A,
374-U1522A-67R-1-A,102,102,607.32,607.32,,,,,,,,,,,,,,,undulating or wavy boundary or contact [BJ80],,,,,,374,U1522,A,67,R,1,A,
374-U1522A-67R-1-A,139,139,607.69,607.69,,,,,,,,,,,,,,,undulating or wavy boundary or contact [BJ80],,,,,,374,U1522,A,67,R,1,A,
374-U1522A-67R-1-A,143,143,607.73,607.73,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,67,R,1,A,
374-U1522A-67R-2-A,0,68,607.76,608.44,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,67,R,2,A,
374-U1522A-67R-2-A,6,6,607.82,607.82,,,,,lens or pod [BJ84],,,,,,,,,,,,Sand lense.,,,,374,U1522,A,67,R,2,A,
374-U1522A-67R-2-A,16,16,607.92,607.92,,,,,lens or pod [BJ84],,,,,,,,,,,,Sand lense.,,,,374,U1522,A,67,R,2,A,
374-U1522A-67R-2-A,26,26,608.02,608.02,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,67,R,2,A,
374-U1522A-67R-2-A,37,70,608.13,608.46,,,,,,,moderate [DB86],2,,,,,,,,,,,,,374,U1522,A,67,R,2,A,
374-U1522A-67R-2-A,57,57,608.33,608.33,,,,,,,,,,,,,,,gradational boundary or contact,,color contact,,,,374,U1522,A,67,R,2,A,
374-U1522A-67R-2-A,68,141,608.44,609.17,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 27, 43, 63, (meta sed), 73-75 (volcanic), 83 (igneous), 107 (igneous), and 123 cm (meta sed).",,,,374,U1522,A,67,R,2,A,
374-U1522A-67R-3-A,0,122,609.17,610.39,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 72 (volcanic), 74-77 (meta sed), and 107 cm (meta sed).",,,,374,U1522,A,67,R,3,A,
374-U1522A-67R-4-A,0,108,610.39,611.47,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 6-7 (igneous) and 30 cm (sed).,,,,374,U1522,A,67,R,4,A,
374-U1522A-67R-4-A,98,98,611.37,611.37,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,67,R,4,A,
374-U1522A-67R-5-A,0,111,611.47,612.58,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 8, 41, and 106 cm (faceted).",,,,374,U1522,A,67,R,5,A,
374-U1522A-67R-6-A,0,134,612.58,613.92,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 33 and 37 cm (both igneous).,,,,374,U1522,A,67,R,6,A,
374-U1522A-67R-6-A,21,23,612.79,612.81,,,,,,,,,,,,,,mud clast,,,,,,,374,U1522,A,67,R,6,A,
374-U1522A-67R-CC-A,0,15,613.92,614.07,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,,,,,374,U1522,A,67,R,CC,A,
374-U1522A-68R-1-A,0,123,615.8,617.03,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 36-37 (igneous, in situ? due to drilling disturbance), 49-51 (igneous), 74-78 cm (igneous). with many faceted clasts.",,,,374,U1522,A,68,R,1,A,
374-U1522A-68R-2-A,0,134,617.03,618.37,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 12-14 (faceted meta sed), 78-81, 99-101 (basalt).",,,,374,U1522,A,68,R,2,A,
374-U1522A-68R-2-A,93,94,617.96,617.97,,,,,clast cluster or nest,,,,,,,,,,,,faceted aligned clasts.,,,,374,U1522,A,68,R,2,A,
374-U1522A-68R-2-A,127,128,618.3,618.31,,,,,clast cluster or nest,,,,,,,,,,,,faceted aligned clasts.,,,,374,U1522,A,68,R,2,A,
374-U1522A-68R-3-A,0,142,618.37,619.79,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 5-6 (igneous), 52 (basalt), 53-55 (igneous, in situe? due to drilling disturbance), 70 (meta sed), and 115 (igneous).",,,,374,U1522,A,68,R,3,A,
374-U1522A-68R-4-A,0,62,619.79,620.41,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 23-27 cm (igneous).,,,,374,U1522,A,68,R,4,A,
374-U1522A-68R-4-A,76,141,620.55,621.2,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 85-88 cm (igneous).,,,,374,U1522,A,68,R,4,A,
374-U1522A-68R-5-A,0,107,621.2,622.27,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 14-15 (sedimentary), 52-55 (meta sed, in situ? due to drilling disturbance), and 96 cm (volcanic?).",,,,374,U1522,A,68,R,5,A,
374-U1522A-68R-5-A,12,15,621.32,621.35,,,,,flame structure,,,,,,,,,,,,,,,,374,U1522,A,68,R,5,A,
374-U1522A-68R-5-A,73,77,621.93,621.97,,,,,lens or pod [BJ84],,,,,,,,,,,,with flame structure.,,,,374,U1522,A,68,R,5,A,
374-U1522A-68R-6-A,0,62,622.27,622.89,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 57-60 cm (igneous).,,,,374,U1522,A,68,R,6,A,
374-U1522A-68R-CC-A,0,22,622.89,623.11,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 10-11 (chert fragment).,,,,374,U1522,A,68,R,CC,A,
374-U1522A-69R-1-A,0,7,625.3,625.37,,mudstone,with common clasts,mudstone with common clasts,,GLEY 1 3/10Y (very dark greenish gray),,,,,cement,carbonate,,,,,,,,,374,U1522,A,69,R,1,A,
374-U1522A-69R-1-A,7,57,625.37,625.87,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 8, 39, and 49 cm (volcanic).",,,,374,U1522,A,69,R,1,A,
374-U1522A-69R-1-A,57,77,625.87,626.07,,mudstone,with common clasts,mudstone with common clasts,,GLEY 1 3/10Y (very dark greenish gray),,,,,cement,carbonate,,,,,,,,,374,U1522,A,69,R,1,A,
374-U1522A-69R-1-A,77,134,626.07,626.64,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,69,R,1,A,
374-U1522A-69R-CC-A,0,9,626.64,626.73,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,69,R,CC,A,
374-U1522A-70R-1-A,0,140,634.8,636.2,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 0-4 (granite), 25-26 (igneous), 56-60 (meta sed), 110-111 (faceted meta sed), and 137-139 (igneous).",,,,374,U1522,A,70,R,1,A,
374-U1522A-70R-1-A,30,30,635.1,635.1,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,70,R,1,A,
374-U1522A-70R-1-A,127,127,636.07,636.07,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,70,R,1,A,
374-U1522A-70R-2-A,0,145,636.2,637.65,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 20-21 (basalt), 69-73 (sandstone, paleogene errotics?), and 134-136 cm (igneous).",,,,374,U1522,A,70,R,2,A,
374-U1522A-70R-2-A,13,22,636.33,636.42,,,,,vein network,,,,,,,,,,,,faint,,,,374,U1522,A,70,R,2,A,
374-U1522A-70R-2-A,38,38,636.58,636.58,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,70,R,2,A,
374-U1522A-70R-3-A,0,146,637.65,639.11,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 18 (igneous), and 101-102 (igneous).",,,,374,U1522,A,70,R,3,A,
374-U1522A-70R-3-A,17,17,637.82,637.82,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,70,R,3,A,
374-U1522A-70R-3-A,66,66,638.31,638.31,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,70,R,3,A,
374-U1522A-70R-4-A,0,149,639.09,640.58,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 16 (sedemtary?) and 90 cm (mud clast).,,,,374,U1522,A,70,R,4,A,
374-U1522A-70R-4-A,15,15,639.24,639.24,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,70,R,4,A,
374-U1522A-70R-4-A,53,64,639.62,639.73,,,,,vein network,,,,,,,,,,,,Or artificial by saw cutting?,,,,374,U1522,A,70,R,4,A,
374-U1522A-70R-4-A,70,75,639.79,639.84,,,,,vein network,,,,,,,,,,,,Or artificial by saw cutting?,,,,374,U1522,A,70,R,4,A,
374-U1522A-70R-4-A,90,90,639.99,639.99,,,,,,,,,,,,,,mud clast,,,,,,,374,U1522,A,70,R,4,A,
374-U1522A-70R-5-A,0,69,640.58,641.27,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 8 cm (basalt).,,,,374,U1522,A,70,R,5,A,
374-U1522A-71R-1-A,0,132,644.3,645.62,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones at 50-51, 79.5-80.5, 115-116",,,,374,U1522,A,71,R,1,A,
374-U1522A-71R-2-A,0,141,645.62,647.03,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones at 96-97, 111-114",,,,374,U1522,A,71,R,2,A,
374-U1522A-71R-3-A,0,23,647.03,647.26,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones at 43-44, 103-105, 131-132",,,,374,U1522,A,71,R,3,A,
374-U1522A-71R-3-A,23,38,647.26,647.41,diatom rich,mudstone,,diatom rich mudstone,,GLEY 1 5/10GY (greenish gray),,,,,,,,,undulating or wavy boundary or contact [BJ80],,,,,,374,U1522,A,71,R,3,A,
374-U1522A-71R-3-A,33,35,647.36,647.38,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,71,R,3,A,
374-U1522A-71R-3-A,38,137,647.41,648.4,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,cement,carbonate,,,,,,,,,374,U1522,A,71,R,3,A,
374-U1522A-71R-3-A,132,132,648.35,648.35,,,,,interlamination,,,,,,,,,,,,,,,,374,U1522,A,71,R,3,A,
374-U1522A-71R-4-A,0,137,648.4,649.77,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones at 4-5, 33-34.5, 44-48, 113.5-114.5, 119-120",,,,374,U1522,A,71,R,4,A,
374-U1522A-71R-5-A,0,149,649.77,651.26,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones at 32.5-34.5, 40-41, 58-61, 90-91, 114-116, 141-142.",,,,374,U1522,A,71,R,5,A,
374-U1522A-71R-5-A,36,39,650.13,650.16,,,,,clast cluster or nest,,,,,,,,,,,,,,,,374,U1522,A,71,R,5,A,
374-U1522A-71R-CC-A,0,17,651.26,651.43,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,,,,,,cement,carbonate,,,,,,,,,374,U1522,A,71,R,CC,A,
374-U1522A-72R-1-A,0,111,653.8,654.91,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,sharp boundary or contact,,"Lonestones at 105-111, 6-8.5, 24-25, 33.5-36, 66-69, 84-85, 129-131.5",,,,374,U1522,A,72,R,1,A,
374-U1522A-72R-1-A,111,140,654.91,655.2,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,interlamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestones,,,,,,,374,U1522,A,72,R,1,A,
374-U1522A-72R-2-A,0,133,655.2,656.53,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,interlamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 47-48, 97-99.5",,,,374,U1522,A,72,R,2,A,
374-U1522A-72R-3-A,0,151,656.53,658.04,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,interlamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,72,R,3,A,
374-U1522A-72R-3-A,71.5,74,657.245,657.27,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,72,R,3,A,
374-U1522A-72R-3-A,129,129,657.82,657.82,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,72,R,3,A,
374-U1522A-72R-4-A,0,65,658.04,658.69,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1522,A,72,R,4,A,
374-U1522A-72R-4-A,65,101,658.69,659.05,muddy,diatomite,,muddy diatomite,,GLEY 1 5/10Y (greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1522,A,72,R,4,A,
374-U1522A-72R-4-A,101,154,659.05,659.58,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,72,R,4,A,
374-U1522A-72R-4-A,123,123,659.27,659.27,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,72,R,4,A,
