Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1418D-19H-3-A,0.0,16.5,163.8,163.965,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"3 thin laminae and 1 laminae silt, with 1-5cm mud intervals, thickest silt is normally graded",gradational contact,,,,,341,U1418,D,19,H,3,A
341-U1418D-19H-3-A,16.5,20.0,163.965,164.0,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,irregular,,,,341,U1418,D,19,H,3,A
341-U1418D-19H-3-A,20.0,81.0,164.0,164.61,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,greenish gray color bands (~1-2cm thick),,,,,,341,U1418,D,19,H,3,A
341-U1418D-19H-3-A,81.0,150.0,164.61,165.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"~14 silt laminae (some N 5), with 1-12cm thick mud intervals;
129-150: slight mud color change to N 3",,,,,,341,U1418,D,19,H,3,A
341-U1418D-19H-4-A,0.0,42.0,165.3,165.72,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"19 silt laminae, mud 4 cm or less",,,,,,341,U1418,D,19,H,4,A
341-U1418D-19H-4-A,42.0,85.0,165.72,166.15,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,19,H,4,A
341-U1418D-19H-4-A,85.0,150.0,166.15,166.8,diatom bearing,interbedded silt(stone) and mud(stone) [McKW53],,diatom bearing interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"31 silt laminae, mud 3 cm or less",,,,,,341,U1418,D,19,H,4,A
341-U1418D-19H-5-A,0.0,20.0,166.8,167.0,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"9 silt laminae, mud 3 cm or less",,,,,,341,U1418,D,19,H,5,A
341-U1418D-19H-5-A,20.0,42.0,167.0,167.22,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,19,H,5,A
341-U1418D-19H-5-A,42.0,45.0,167.22,167.25,,sand [Leg210],,sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,sharp contact,irregular,,,,341,U1418,D,19,H,5,A
341-U1418D-19H-5-A,45.0,150.0,167.25,168.3,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,6 silt laminae,,,,,,341,U1418,D,19,H,5,A
341-U1418D-19H-6-A,0.0,94.0,168.3,169.24,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1418,D,19,H,6,A
341-U1418D-19H-6-A,94.0,96.0,169.24,169.26,,sand [Leg210],,sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,sharp contact,irregular,,,,341,U1418,D,19,H,6,A
341-U1418D-19H-6-A,96.0,125.0,169.26,169.55,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1418,D,19,H,6,A
341-U1418D-19H-7-A,0.0,68.0,169.55,170.23,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1418,D,19,H,7,A
341-U1418D-19H-CC-A,0.0,9.0,170.23,170.32,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,19,H,CC,A
341-U1418D-20H-1-A,0.0,111.0,170.3,171.41,diatom rich,mud [Leg210],,diatom rich mud ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,intermittent gray/black mottling,,,,,,341,U1418,D,20,H,1,A
341-U1418D-20H-1-A,111.0,113.0,171.41,171.43,,sand [Leg210],,sand ,,,,N 2.5 (black),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,20,H,1,A
341-U1418D-20H-1-A,113.0,150.0,171.43,171.8,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,intermittent gray/black mottling,,,,,,341,U1418,D,20,H,1,A
341-U1418D-20H-2-A,0.0,21.0,171.8,172.01,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,large flow in of N 3 sand,,,,,,341,U1418,D,20,H,2,A
341-U1418D-20H-2-A,21.0,112.0,172.01,172.92,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"patches (former laminae?) of silt;
all highly disturbed",gradational contact,,,,,341,U1418,D,20,H,2,A
341-U1418D-20H-2-A,112.0,151.0,172.92,173.31,,mud [Leg210],with sand [Leg339],mud  with sand ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"patches (former laminae?) of sand;
all highly disturbed",,,,,,341,U1418,D,20,H,2,A
341-U1418D-20H-3-A,0.0,51.0,173.31,173.82,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,greenish gray color bands,,,,,,341,U1418,D,20,H,3,A
341-U1418D-20H-3-A,51.0,151.0,173.82,174.82,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,greenish gray color bands,,,,,,341,U1418,D,20,H,3,A
341-U1418D-20H-4-A,0.0,152.0,174.82,176.34,,mud [Leg210],,mud ,,,lens or pod [BJ84],N 4 (dark gray),,,,,,,,,,,,,,sand pods at 20 and 148 cm,,,,,,341,U1418,D,20,H,4,A
341-U1418D-20H-5-A,0.0,76.0,176.34,177.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,20,H,5,A
341-U1418D-20H-5-A,76.0,154.0,177.1,177.88,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,11 silt laminae,,,,,,341,U1418,D,20,H,5,A
341-U1418D-20H-6-A,0.0,76.0,177.88,178.64,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,18 silt laminae,,,,,,341,U1418,D,20,H,6,A
341-U1418D-20H-6-A,76.0,150.0,178.64,179.38,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,20,H,6,A
341-U1418D-20H-7-A,0.0,79.0,179.38,180.17,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,20,H,7,A
341-U1418D-20H-CC-A,0.0,29.0,180.17,180.46,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,20,H,CC,A
341-U1418D-20H-CC-A,0.0,34.0,180.17,180.51,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,20,H,CC,A
341-U1418D-21H-1-A,0.0,11.0,179.8,179.91,diatom bearing,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,21,H,1,A
341-U1418D-21H-1-A,11.0,69.0,179.91,180.49,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,patches and disturbed silt laminae,,,,,,341,U1418,D,21,H,1,A
341-U1418D-21H-1-A,69.0,107.0,180.49,180.87,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,present [A79],3,,,,,,,,,,,,,,,,341,U1418,D,21,H,1,A
341-U1418D-21H-1-A,107.0,109.0,180.87,180.89,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,21,H,1,A
341-U1418D-21H-1-A,109.0,117.0,180.89,180.97,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,present [A79],1,,,,,,,,,,,,,,,,341,U1418,D,21,H,1,A
341-U1418D-21H-1-A,117.0,119.0,180.97,180.99,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,21,H,1,A
341-U1418D-21H-1-A,119.0,127.0,180.99,181.07,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,present [A79],1,,,,,,,,,,,,,,,,341,U1418,D,21,H,1,A
341-U1418D-21H-1-A,127.0,150.0,181.07,181.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,,,,,,,341,U1418,D,21,H,1,A
341-U1418D-21H-2-A,0.0,20.0,181.3,181.5,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,D,21,H,2,A
341-U1418D-21H-2-A,20.0,111.0,181.5,182.41,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,present [A79],7,,,,,,,,,,burrow cast (1cm x 2mm) @ 90cm,,,,,,341,U1418,D,21,H,2,A
341-U1418D-21H-2-A,111.0,114.5,182.41,182.445,,sand [Leg210],,sand ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,21,H,2,A
341-U1418D-21H-2-A,114.5,150.0,182.445,182.8,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,21,H,2,A
341-U1418D-21H-3-A,0.0,50.0,182.8,183.3,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,21,H,3,A
341-U1418D-21H-3-A,50.0,123.0,183.3,184.03,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,5GY 4/1 (dark greenish gray),none [DB86],0,present [A79],1,,,,,,,,,,"12 silt laminae, with 1-15cm mud intervals",,,,,,341,U1418,D,21,H,3,A
341-U1418D-21H-3-A,123.0,150.0,184.03,184.3,,mud [Leg210],,mud ,,,,5gy 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,21,H,3,A
341-U1418D-21H-4-A,0.0,9.0,184.3,184.39,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,1 silt lamina,,,,,,341,U1418,D,21,H,4,A
341-U1418D-21H-4-A,9.0,11.0,184.39,184.41,,sand [Leg210],,sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,lower cm of 2 cm layer darker than upper cm,,,,,,341,U1418,D,21,H,4,A
341-U1418D-21H-4-A,11.0,127.0,184.41,185.57,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,11 silt laminae,,,,,,341,U1418,D,21,H,4,A
341-U1418D-21H-4-A,127.0,150.0,185.57,185.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"7 silt laminae, mud 6 cm or less",,,,,,341,U1418,D,21,H,4,A
341-U1418D-21H-5-A,0.0,32.0,185.8,186.12,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"13 silt laminae, mud 8 cm or less",,,,,,341,U1418,D,21,H,5,A
341-U1418D-21H-5-A,32.0,124.0,186.12,187.04,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,21,H,5,A
341-U1418D-21H-5-A,124.0,150.0,187.04,187.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,,,granule [W22_2],angular,,,,"granule at 133 cm; 9 silt laminae, mud 7 cm or less",,,,,,341,U1418,D,21,H,5,A
341-U1418D-21H-6-A,0.0,48.0,187.3,187.78,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],1,,,,,granule [W22_2],angular,,,,1 silt lamina at 38.5 cm; granule at 37 cm,,,,,,341,U1418,D,21,H,6,A
341-U1418D-21H-6-A,48.0,49.0,187.78,187.79,volcaniclastic bearing,silt [Leg210],,volcaniclastic bearing silt ,volcaniclastic-bearing,2,,N 4 (dark gray),,,,,,,,,,,,,,"layer 1 cm thick, lower 0.5 cm very dark grey (5Y 3/1), upper 0.5 cm greenish grey (10Y 5/1)",,,,,,341,U1418,D,21,H,6,A
341-U1418D-21H-6-A,49.0,100.0,187.79,188.3,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],1,pebble [W22_2],subrounded,,,,,,,,"3 cm basalt pebble, subrounded at 97 cm",,,,,,341,U1418,D,21,H,6,A
341-U1418D-21H-7-A,0.0,69.0,188.3,188.99,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,pebble [W22_2],subangular,,,,pebble at 6 cm,,,,,,341,U1418,D,21,H,7,A
341-U1418D-21H-7-A,69.0,79.0,188.99,189.09,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,21,H,7,A
341-U1418D-22H-1-A,0.0,103.0,189.1,190.13,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,93cm: silt laminae,,,,,,341,U1418,D,22,H,1,A
341-U1418D-22H-1-A,103.0,104.5,190.13,190.145,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,5Y 5/1 (gray),none [DB86],0,absent [A79],,,,,,,,,,,extremely drilling disturbed - soupy,,,,,,341,U1418,D,22,H,1,A
341-U1418D-22H-1-A,104.5,144.0,190.145,190.54,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"silt laminae @ 113, 134, 140cm",,,,,,341,U1418,D,22,H,1,A
341-U1418D-22H-2-A,0.0,34.0,190.54,190.88,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"4 silt laminae (N 5), with 4-9cm thick mud intervals",,,,,,341,U1418,D,22,H,2,A
341-U1418D-22H-2-A,34.0,81.0,190.88,191.35,,mud,with sand [Leg339],mud with sand [Leg339],,,patch or bleb,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],4,,,,,,,,,,small (~2mm) sand patches,,,,,,341,U1418,D,22,H,2,A
341-U1418D-22H-2-A,81.0,150.0,191.35,192.04,,mud [Leg210],with sand [Leg339],mud  with sand ,,,,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,"sand @ 81-82, 118-120cm (drilling disturbed), irregular lower contacts and gradational upper, plus patches of sand",,,,,,341,U1418,D,22,H,2,A
341-U1418D-22H-3-A,0.0,7.0,192.04,192.11,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,22,H,3,A
341-U1418D-22H-3-A,7.0,9.0,192.11,192.13,,sand [Leg210],,sand ,,,normal grading,N 5 (gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,22,H,3,A
341-U1418D-22H-3-A,9.0,31.0,192.13,192.35,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],1,,,pebble [W22_2],angular,,,,,,"faintly laminated N 4 with N 3; clast 1 cm, siltstone",,,,,,341,U1418,D,22,H,3,A
341-U1418D-22H-3-A,31.0,33.0,192.35,192.37,,sand [Leg210],,sand ,,,normal grading,N 5 (gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,22,H,3,A
341-U1418D-22H-3-A,33.0,78.0,192.37,192.82,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,faintly laminated N 4 with N 3,,,,,,341,U1418,D,22,H,3,A
341-U1418D-22H-3-A,78.0,115.0,192.82,193.19,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,341,U1418,D,22,H,3,A
341-U1418D-22H-3-A,115.0,135.0,193.19,193.39,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,8 silt laminae; faintly laminated N 4 with N 3,,,,,,341,U1418,D,22,H,3,A
341-U1418D-22H-3-A,135.0,145.0,193.39,193.49,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,D,22,H,3,A
341-U1418D-22H-4-A,0.0,15.0,193.49,193.64,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,22,H,4,A
341-U1418D-22H-4-A,15.0,89.0,193.64,194.38,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"39 silt laminae, mud 4 cm or less",,,,,,341,U1418,D,22,H,4,A
341-U1418D-22H-4-A,89.0,123.0,194.38,194.72,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,present [A79],,,,,,,,,,,,,,,,,341,U1418,D,22,H,4,A
341-U1418D-22H-4-A,123.0,150.0,194.72,194.99,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,5 silt laminae,,,,,,341,U1418,D,22,H,4,A
341-U1418D-22H-5-A,0.0,28.0,194.99,195.27,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,341,U1418,D,22,H,5,A
341-U1418D-22H-5-A,28.0,124.0,195.27,196.23,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"31 silt laminae, mud 6 cm or less",,,,,,341,U1418,D,22,H,5,A
341-U1418D-22H-5-A,124.0,144.0,196.23,196.43,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,22,H,5,A
341-U1418D-23H-1-A,0.0,106.0,196.4,197.46,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,"70-76cm: black mottling;
silt laminae @ 25, 50, 61, 96cm + patches",,,,,,341,U1418,D,23,H,1,A
341-U1418D-23H-1-A,106.0,140.0,197.46,197.8,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"greenish gray color bands, 2mm to 2cm thick",,,,,,341,U1418,D,23,H,1,A
341-U1418D-23H-2-A,0.0,61.0,197.8,198.41,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"greenish gray color bands, 2mm to 2cm thick",gradational contact,,,,,341,U1418,D,23,H,2,A
341-U1418D-23H-2-A,61.0,63.0,198.41,198.43,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,23,H,2,A
341-U1418D-23H-2-A,63.0,108.0,198.43,198.88,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"greenish gray color bands, 2mm to 2cm thick",,,,,,341,U1418,D,23,H,2,A
341-U1418D-23H-2-A,108.0,121.0,198.88,199.01,,mud [Leg210],with sand [Leg339],mud  with sand ,,,patch or bleb,10GY 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,2mm sand patches,,,,,,341,U1418,D,23,H,2,A
341-U1418D-23H-2-A,121.0,150.0,199.01,199.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,142cm: pyrite(sand sized),,,,,,341,U1418,D,23,H,2,A
341-U1418D-23H-3-A,0.0,45.0,199.3,199.75,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,,,,,,,341,U1418,D,23,H,3,A
341-U1418D-23H-3-A,45.0,94.0,199.75,200.24,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"8 silt laminae, with 1-12cm thick mud intervals",gradational contact,,,,,341,U1418,D,23,H,3,A
341-U1418D-23H-3-A,94.0,95.5,200.24,200.255,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,23,H,3,A
341-U1418D-23H-3-A,95.5,140.0,200.255,200.7,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,"silt @ 107, 122, 135cm",,,,,,341,U1418,D,23,H,3,A
341-U1418D-23H-3-A,140.0,150.0,200.7,200.8,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,D,23,H,3,A
341-U1418D-23H-4-A,0.0,67.0,200.8,201.47,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],3,,,granule [W22_2],subrounded,pebble [W22_2],subangular,,,,"3 clasts, granules at 2 and 31 cm, siltsones; 1 1 cm at 24, argillite",,,,,,341,U1418,D,23,H,4,A
341-U1418D-23H-4-A,67.0,127.0,201.47,202.07,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,present [A79],1,,,granule [W22_2],subrounded,,,,,,"granule, siltstone at 75 cm; ",,,,,,341,U1418,D,23,H,4,A
341-U1418D-23H-4-A,127.0,128.0,202.07,202.08,,sand [Leg210],,sand ,,,,10Y 2.5/1 (greenish black),,,,,,,,,,,,,,,,,,,,341,U1418,D,23,H,4,A
341-U1418D-23H-4-A,128.0,150.0,202.08,202.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,23,H,4,A
341-U1418D-23H-5-A,0.0,147.0,202.3,203.77,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],2,,,granule [W22_2],subrounded,,,,,,siltstone granules at 49 and 90 cm; 3 silt laminae,,,,,,341,U1418,D,23,H,5,A
341-U1418D-23H-5-A,147.0,152.0,203.77,203.82,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,23,H,5,A
341-U1418D-24H-1-A,0.0,32.0,203.8,204.12,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,pebble [W22_2],subrounded,,,,"greenish gray color bands, mm to 3cm thick;
silt @ 79, 100, 109, 142, 148cm;
130cm: 1.5cm metasiltstone",,,,,,341,U1418,D,24,H,1,A
341-U1418D-24H-1-A,32.0,79.0,204.12,204.59,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"greenish gray color bands, mm to 3cm thick",,,,,,341,U1418,D,24,H,1,A
341-U1418D-24H-1-A,79.0,150.0,204.59,205.3,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,pebble [W22_2],subrounded,,,,"greenish gray color bands, mm to 3cm thick;
silt @ 79, 100, 109, 142, 148cm;
130cm: 1.5cm metasiltstone",,,,,,341,U1418,D,24,H,1,A
341-U1418D-24H-2-A,0.0,67.0,205.3,205.97,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,,,,,,,341,U1418,D,24,H,2,A
341-U1418D-24H-2-A,67.0,118.0,205.97,206.48,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"greenish gray color bands, mm to 2 cm thick;
8 silt laminae, with 2-10cm thick mud intervals",,,,,,341,U1418,D,24,H,2,A
341-U1418D-24H-2-A,118.0,150.0,206.48,206.8,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,greenish gray color bands (mm to 2cm thick),,,,,,341,U1418,D,24,H,2,A
341-U1418D-24H-3-A,0.0,56.0,206.8,207.36,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"10 silt laminae, with 5mm to 10cm mud intervals",,,,,,341,U1418,D,24,H,3,A
341-U1418D-24H-3-A,56.0,104.0,207.36,207.84,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,pebble [W22_2],subrounded,,,,,,,,"93cm: silt;
100-105: 5.5cm unknown igneous clast (plutonic?)",,,,,,341,U1418,D,24,H,3,A
341-U1418D-24H-3-A,104.0,140.0,207.84,208.2,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"6 silt laminae, with 1-10cm mud intervals",,,,,,341,U1418,D,24,H,3,A
341-U1418D-24H-3-A,140.0,150.0,208.2,208.3,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,24,H,3,A
341-U1418D-24H-4-A,0.0,49.0,208.3,208.79,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],1,,,pebble [W22_2],subrounded,,,,,,"faintly laminated N 4 (dark grey) with 10Y 4/1 (dark greenish grey); 1 pebble, siltstone, at 46 cm",,,,,,341,U1418,D,24,H,4,A
341-U1418D-24H-4-A,49.0,89.0,208.79,209.19,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"faintly laminated 10Y 4/1 (dark greenish grey) with N 4 (dark grey); 5 silt laminae;
",,,,,,341,U1418,D,24,H,4,A
