Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1448A-39F-4-A,0.0,58.0,280.32,280.9,,,clay,with glauconite,clay,clay with glauconite,clay with glauconite,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,39,F,4,A
353-U1448A-39F-CC-A,0.0,27.0,280.9,281.17,,,clay,with glauconite,clay,clay with glauconite,clay with glauconite,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,39,F,CC,A
353-U1448A-40F-1-A,0.0,135.0,281.0,282.35,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,40,F,1,A
353-U1448A-40F-2-A,0.0,141.0,282.35,283.76,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,40,F,2,A
353-U1448A-40F-3-A,0.0,141.0,283.76,285.17,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,40,F,3,A
353-U1448A-40F-4-A,0.0,63.0,285.17,285.8,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,40,F,4,A
353-U1448A-40F-CC-A,0.0,22.0,285.8,286.02,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,40,F,CC,A
353-U1448A-41F-1-A,0.0,140.0,285.8,287.2,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,Large nodule between 41 and 43 cm.,,,,353,U1448,A,41,F,1,A
353-U1448A-41F-2-A,0.0,140.0,287.2,288.6,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,41,F,2,A
353-U1448A-41F-3-A,0.0,120.0,288.6,289.8,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,41,F,3,A
353-U1448A-41F-4-A,0.0,64.0,289.8,290.44,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,41,F,4,A
353-U1448A-41F-CC-A,0.0,28.0,290.44,290.72,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,41,F,CC,A
353-U1448A-42F-1-A,0.0,140.0,290.6,292.0,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,42,F,1,A
353-U1448A-42F-2-A,0.0,141.0,292.0,293.41,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,42,F,2,A
353-U1448A-42F-3-A,0.0,131.0,293.41,294.72,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,42,F,3,A
353-U1448A-42F-4-A,0.0,53.0,294.72,295.25,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,42,F,4,A
353-U1448A-42F-CC-A,0.0,32.0,295.25,295.57,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,Bioturbated pyrite-rich volcanic ash bleb at ~15 cm,,,,353,U1448,A,42,F,CC,A
353-U1448A-43F-1-A,0.0,140.0,295.4,296.8,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,43,F,1,A
353-U1448A-43F-2-A,0.0,141.0,296.8,298.21,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,43,F,2,A
353-U1448A-43F-3-A,0.0,125.0,298.21,299.46,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,43,F,3,A
353-U1448A-43F-4-A,0.0,60.0,299.51,300.11,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,43,F,4,A
353-U1448A-43F-CC-A,0.0,32.0,300.11,300.43,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,43,F,CC,A
353-U1448A-44F-1-A,0.0,150.0,300.2,301.7,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,44,F,1,A
353-U1448A-44F-2-A,0.0,147.0,301.7,303.17,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,44,F,2,A
353-U1448A-44F-3-A,0.0,109.0,303.17,304.26,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,44,F,3,A
353-U1448A-44F-4-A,0.0,89.0,304.26,305.15,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,44,F,4,A
353-U1448A-44F-CC-A,0.0,25.0,305.15,305.4,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,44,F,CC,A
353-U1448A-45F-1-A,0.0,149.0,305.0,306.49,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,45,F,1,A
353-U1448A-45F-2-A,0.0,146.0,306.49,307.95,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,45,F,2,A
353-U1448A-45F-3-A,0.0,104.0,307.95,308.99,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,45,F,3,A
353-U1448A-45F-4-A,0.0,86.0,308.99,309.85,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,45,F,4,A
353-U1448A-45F-CC-A,0.0,23.0,309.85,310.08,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,45,F,CC,A
353-U1448A-46F-1-A,0.0,148.0,309.8,311.28,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,46,F,1,A
353-U1448A-46F-2-A,0.0,141.0,311.28,312.69,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,46,F,2,A
353-U1448A-46F-3-A,0.0,136.0,312.69,314.05,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,46,F,3,A
353-U1448A-46F-4-A,0.0,65.0,314.05,314.7,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,46,F,4,A
353-U1448A-46F-CC-A,0.0,24.0,314.7,314.94,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,46,F,CC,A
353-U1448A-47F-1-A,0.0,129.0,314.6,315.89,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),planar,sharp,inclined,,,,,,mottling,,,,,,,,353,U1448,A,47,F,1,A
353-U1448A-47F-1-A,129.0,142.0,315.89,316.02,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,47,F,1,A
353-U1448A-47F-2-A,0.0,14.0,316.02,316.16,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10GY (dark greenish gray),irregular,,,,,,,,mottling,,,,,,,,353,U1448,A,47,F,2,A
353-U1448A-47F-2-A,14.0,20.0,316.16,316.22,,bioclastic,sand,with silt,bioclastic sand,bioclastic sand with silt,sand with silt,,black,GLEY 1 2.5/10Y (greenish black),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1448,A,47,F,2,A
353-U1448A-47F-2-A,20.0,146.0,316.22,317.48,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,47,F,2,A
353-U1448A-47F-3-A,0.0,125.0,317.48,318.73,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,Nodules at 64cm,,,,353,U1448,A,47,F,3,A
353-U1448A-47F-4-A,0.0,72.0,318.73,319.45,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,47,F,4,A
353-U1448A-47F-CC-A,0.0,24.0,319.45,319.69,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,47,F,CC,A
353-U1448A-48F-1-A,0.0,146.0,319.4,320.86,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,48,F,1,A
353-U1448A-48F-2-A,0.0,146.0,320.86,322.32,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,48,F,2,A
353-U1448A-48F-3-A,0.0,129.0,322.32,323.61,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,48,F,3,A
353-U1448A-48F-4-A,0.0,80.0,323.61,324.41,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,48,F,4,A
353-U1448A-48F-CC-A,0.0,19.0,324.41,324.6,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,48,F,CC,A
353-U1448A-49F-1-A,0.0,145.0,324.2,325.65,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,49,F,1,A
353-U1448A-49F-2-A,0.0,141.0,325.65,327.06,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,49,F,2,A
353-U1448A-49F-3-A,0.0,116.0,327.11,328.27,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,49,F,3,A
353-U1448A-49F-CC-A,0.0,29.0,328.27,328.56,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,49,F,CC,A
353-U1448A-50F-1-A,0.0,150.0,329.0,330.5,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,50,F,1,A
353-U1448A-50F-2-A,0.0,150.0,330.5,332.0,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,50,F,2,A
353-U1448A-50F-3-A,0.0,140.0,332.0,333.4,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,50,F,3,A
353-U1448A-50F-4-A,0.0,53.0,333.4,333.93,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,50,F,4,A
353-U1448A-50F-CC-A,0.0,32.0,333.95,334.27,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,50,F,CC,A
353-U1448A-51F-1-A,0.0,73.0,333.8,334.53,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),planar,sharp,inclined,,,,,,mottling,,,,,,,,353,U1448,A,51,F,1,A
353-U1448A-51F-1-A,73.0,89.0,334.53,334.69,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10GY (dark greenish gray),planar,sharp,inclined,,,,,,mottling,,,,,,,,353,U1448,A,51,F,1,A
353-U1448A-51F-1-A,89.0,110.0,334.69,334.9,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,51,F,1,A
353-U1448A-51F-2-A,0.0,71.0,334.9,335.61,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,51,F,2,A
353-U1448A-51F-3-A,0.0,122.0,335.61,336.83,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,51,F,3,A
353-U1448A-51F-4-A,0.0,89.0,336.83,337.72,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,51,F,4,A
353-U1448A-51F-5-A,0.0,67.0,337.72,338.39,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,51,F,5,A
353-U1448A-51F-CC-A,0.0,21.0,338.39,338.6,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,51,F,CC,A
353-U1448A-52F-1-A,0.0,126.0,338.6,339.86,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 7/5GY (light greenish grey),,,,,,,,,mottling,,,,Distinctly paler than previous cores. Gradual color gradation from paler to darker light gray. Sponge spicules are observed in smear slides.,,,,353,U1448,A,52,F,1,A
353-U1448A-52F-2-A,0.0,147.0,339.86,341.33,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 7/5GY (light greenish grey),,,,,,,,,mottling,,,,,,,,353,U1448,A,52,F,2,A
353-U1448A-52F-3-A,0.0,119.0,341.33,342.52,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,52,F,3,A
353-U1448A-52F-4-A,0.0,77.0,342.57,343.34,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,52,F,4,A
353-U1448A-52F-CC-A,0.0,26.0,343.34,343.6,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,52,F,CC,A
353-U1448A-53X-1-A,0.0,150.0,343.4,344.9,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,53,X,1,A
353-U1448A-53X-2-A,0.0,150.0,344.9,346.4,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,53,X,2,A
353-U1448A-53X-3-A,0.0,151.0,346.4,347.91,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,53,X,3,A
353-U1448A-53X-4-A,0.0,150.0,347.91,349.41,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,53,X,4,A
353-U1448A-53X-5-A,0.0,150.0,349.41,350.91,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,53,X,5,A
353-U1448A-53X-6-A,0.0,97.0,350.91,351.88,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,53,X,6,A
353-U1448A-53X-7-A,0.0,92.0,351.88,352.8,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,53,X,7,A
353-U1448A-53X-CC-A,0.0,53.0,352.8,353.33,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,53,X,CC,A
353-U1448A-54X-1-A,0.0,150.0,353.1,354.6,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,54,X,1,A
353-U1448A-54X-2-A,0.0,150.0,354.6,356.1,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5G (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,54,X,2,A
353-U1448A-54X-3-A,0.0,150.0,356.1,357.6,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,54,X,3,A
353-U1448A-54X-4-A,0.0,150.0,357.6,359.1,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,54,X,4,A
353-U1448A-54X-5-A,0.0,150.0,359.1,360.6,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,54,X,5,A
353-U1448A-54X-6-A,0.0,102.0,360.6,361.62,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,54,X,6,A
353-U1448A-54X-6-A,0.0,112.0,360.6,361.72,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,54,X,6,A
353-U1448A-54X-7-A,0.0,84.0,361.72,362.56,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,54,X,7,A
353-U1448A-54X-CC-A,0.0,42.0,362.56,362.98,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,54,X,CC,A
353-U1448A-55X-1-A,0.0,150.0,362.8,364.3,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,55,X,1,A
353-U1448A-55X-2-A,0.0,150.0,364.3,365.8,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,55,X,2,A
353-U1448A-55X-3-A,0.0,151.0,365.8,367.31,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,55,X,3,A
353-U1448A-55X-4-A,0.0,151.0,367.31,368.82,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,55,X,4,A
353-U1448A-55X-5-A,0.0,151.0,368.82,370.33,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,55,X,5,A
353-U1448A-55X-6-A,0.0,102.0,370.33,371.35,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,55,X,6,A
353-U1448A-55X-7-A,0.0,88.0,371.35,372.23,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,55,X,7,A
353-U1448A-55X-CC-A,0.0,41.0,372.23,372.64,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,55,X,CC,A
353-U1448A-56X-1-A,0.0,151.0,372.5,374.01,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,56,X,1,A
353-U1448A-56X-2-A,0.0,150.0,374.01,375.51,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,56,X,2,A
353-U1448A-56X-3-A,0.0,150.0,375.51,377.01,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Many small dark greenish gray clasts between 64 and 115 cm.,,,,353,U1448,A,56,X,3,A
353-U1448A-56X-4-A,0.0,150.0,377.01,378.51,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,56,X,4,A
353-U1448A-56X-5-A,0.0,60.0,378.51,379.11,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),erosive,sharp,inclined,,,,,,mottling,,,,"Many small dark greenish gray clasts along the interval. Large nodules filled by pyrite and glauconite are present, and opaque black minerals (pyrite)concentrate between 46 and 60 cm.",,,,353,U1448,A,56,X,5,A
353-U1448A-56X-5-A,60.0,92.0,379.11,379.43,,clayey,biosiliceous ooze,,clayey biosiliceous ooze,clayey biosiliceous ooze,biosiliceous ooze,,light green,5G 7/1 (light greenish gray),gradational,,,,,,,,mottling,,,,"Alternation of 1 mm to 1 cm thick gray, white and greenish gray laminations along the interval.",,,,353,U1448,A,56,X,5,A
353-U1448A-56X-5-A,92.0,151.0,379.43,380.02,,nannofossil rich,biosiliceous ooze,with clay,nannofossil rich biosiliceous ooze,nannofossil rich biosiliceous ooze with clay,biosiliceous ooze with clay,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,"Alternation of 1 mm to 1 cm thick gray, white and greenish gray laminations along the interval.",,,,353,U1448,A,56,X,5,A
353-U1448A-56X-6-A,0.0,111.0,380.02,381.13,,clayey,biosiliceous ooze,with nannofossils,clayey biosiliceous ooze,clayey biosiliceous ooze with nannofossils,biosiliceous ooze with nannofossils,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,56,X,6,A
